Week,This_Week,Last_Week,End_2019,Name,Average_Points,Total_Points,Events_Played_Divisor,Points_Lost_2020,Points_Gained_2020,Events_Played_Actual,Pro/Am
11,2089,2087.0,2074.0,Rashid Ismail,,,40,,,2,Pro
11,2089,2087.0,2074.0,Shaifubari Muda,,,40,,,22,Pro
11,2089,2087.0,2074.0,Anthony Kang,,,40,,,16,Pro
11,2089,2087.0,2074.0,Amandeep Johl,,,40,,,7,Pro
11,2089,2087.0,,Ivano Ficalbi,,,40,,,1,Pro
11,2089,2087.0,2074.0,Alan Michell,,,40,,,1,Pro
11,2089,2087.0,2074.0,Henk Alberts,,,40,,,1,Pro
11,2089,2087.0,2074.0,S Murthy,,,40,,,14,Pro
11,2089,2087.0,2074.0,Markus Brier,,,40,,,3,Pro
11,2089,2087.0,,Simon Wakefield,,,40,,,1,Pro
11,2089,2087.0,2074.0,Rafael Benitez,,,40,,,2,Pro
11,2089,2087.0,2074.0,Satoru Hirota,,,40,,,3,Pro
11,2089,2087.0,2074.0,Naoto Fukasawa,,,40,,,10,Pro
11,2089,2087.0,2074.0,Nathan Green,,,40,,,11,Pro
11,2089,2087.0,2074.0,Ed Stedman,,,40,,,1,Pro
11,2089,2087.0,2074.0,Mark Sheppard,,,40,,,1,Pro
11,2089,2087.0,2074.0,Jeff Brehaut,,,40,,,1,Pro
11,2089,2087.0,2074.0,Patrick O'Brien,,,40,,,1,Pro
11,2089,2087.0,2074.0,John Rollins,,,40,,,16,Pro
11,2089,2087.0,2074.0,Tetsuji Hiratsuka,,,40,,,21,Pro
11,2089,2087.0,2074.0,Dinesh Chand,,,40,,,10,Pro
11,2089,2087.0,2074.0,Akinori Tani,,,40,,,1,Pro
11,2089,2087.0,2074.0,Hiroyoshi Maeda,,,40,,,1,Pro
11,2089,2087.0,2074.0,Masashi  Nishimura,,,40,,,23,Pro
11,2089,2087.0,2074.0,Taro Hiroi,,,40,,,9,Pro
11,2089,2087.0,2074.0,Ray Franz-Jr,,,40,,,1,Pro
11,2089,2087.0,2074.0,Ralph Miller,,,40,,,2,Pro
11,2089,2087.0,2074.0,Chen Yuan-Chi,,,40,,,3,Pro
11,2089,2087.0,2074.0,Andrea Maestroni,,,40,,,3,Pro
11,2089,2087.0,2074.0,Dohoon Kimpr1989),,,40,,,11,Am
11,2089,2087.0,2074.0,Kyoji Hirota,,,40,,,1,Pro
11,2089,2087.0,2074.0,Leigh McKechnie,,,40,,,3,Pro
11,2089,2087.0,2074.0,Carl Pettersson,,,40,,,8,Pro
11,2089,2087.0,2074.0,Anthony Brown,,,40,,,1,Pro
11,2089,2087.0,2074.0,Lindani Ndwandwe,,,40,,,11,Pro
11,2089,2087.0,2074.0,Sandeep Grewal,,,40,,,11,Pro
11,2089,2087.0,,Rudy Whitfield,,,40,,,1,Pro
11,2089,2087.0,2074.0,Steven Bowditch,,,40,,,14,Pro
11,2089,2087.0,2074.0,Simon Katembenuka,,,40,,,1,Pro
11,2089,2087.0,2074.0,Kazuhiro Shimizu,,,40,,,1,Pro
11,2089,2087.0,2074.0,Joakim Backstrom,,,40,,,1,Pro
11,2089,2087.0,2074.0,Johan Edfors,,,40,,,9,Pro
11,2089,2087.0,2074.0,Gregory Haenen,,,40,,,1,Pro
11,2089,2087.0,2074.0,Derek Gillespie,,,40,,,21,Pro
11,2089,2087.0,2074.0,Mads Vibe-Hastrup,,,40,,,19,Pro
11,2089,2087.0,2074.0,Danny Sejer Jorgensen,,,40,,,1,Pro
11,2089,2087.0,2074.0,Liam Bond,,,40,,,1,Pro
11,2089,2087.0,2074.0,Hsieh Tung-Shu,,,40,,,2,Pro
11,2089,2087.0,2074.0,Digvijay Singh(Jan1972),,,40,,,22,Pro
11,2089,2087.0,2074.0,Fredrik Widmark,,,40,,,1,Pro
11,2089,2087.0,2074.0,Richard Finch,,,40,,,16,Pro
11,2089,2087.0,2074.0,Sungchul Bae,,,40,,,3,Pro
11,2089,2087.0,2074.0,Stephen Gangluff,,,40,,,2,Pro
11,2089,2087.0,2074.0,Boowon Park,,,40,,,1,Pro
11,2089,2087.0,2074.0,Riki Ikeda,,,40,,,1,Pro
11,2089,2087.0,2074.0,Toru Morita,,,40,,,1,Pro
11,2089,2087.0,2074.0,Hideya Sakuma,,,40,,,3,Pro
11,2089,2087.0,1758.0,James Nitties,,,40,-0.9,,23,Pro
11,2089,2087.0,2074.0,Chris Rodgers,,,40,,,7,Pro
11,2089,2087.0,2074.0,Ashok Kumar,,,40,,,4,Pro
11,2089,2087.0,2074.0,Chris Wilson,,,40,,,5,Pro
11,2089,2087.0,2074.0,Guy Woodman,,,40,,,5,Pro
11,2089,2087.0,2074.0,Raymond Mathonsi,,,40,,,1,Pro
11,2089,2087.0,2074.0,Sushi Ishigaki,,,40,,,23,Pro
11,2089,2087.0,2074.0,Simon Griffiths,,,40,,,9,Pro
11,2089,2087.0,2074.0,Ben Mannix,,,40,,,1,Pro
11,2089,2087.0,2074.0,S.K. Ho,,,40,,,1,Pro
11,2089,2087.0,2074.0,Takuya Taniguchi,,,40,,,1,Pro
11,2089,2087.0,2074.0,Yoshinobu Tsukada,,,40,,,14,Pro
11,2089,2087.0,2074.0,Zane Scotland,,,40,,,10,Pro
11,2089,2087.0,2074.0,Tomokazu Yoshinaga,,,40,,,15,Pro
11,2089,2087.0,2074.0,Yoshiaki Kimura,,,40,,,7,Pro
11,2089,2087.0,2074.0,Andrew Marshall,,,40,,,2,Pro
11,2089,2087.0,2074.0,Kris Blanks,,,40,,,17,Pro
11,2089,2087.0,2074.0,Koji Yamamoto,,,40,,,3,Pro
11,2089,2087.0,2074.0,Jiman Kang,,,40,,,7,Pro
11,2089,2087.0,2074.0,Brad Fritsch,,,40,,,30,Pro
11,2089,2087.0,2074.0,Rafael Barcellos,,,40,,,4,Pro
11,2089,2087.0,2074.0,Gustavo Acosta,,,40,,,5,Pro
11,2089,2087.0,2074.0,Tim Weinhart,,,40,,,1,Pro
11,2089,2087.0,2074.0,Julio Zapata,,,40,,,6,Pro
11,2089,2087.0,2074.0,Cesar Monasterio,,,40,,,6,Pro
11,2089,2087.0,2074.0,Kiyoshi Miyazato,,,40,,,13,Pro
11,2089,2087.0,2074.0,James Stewart,,,40,,,2,Pro
11,2089,2087.0,2074.0,Troy Kennedy,,,40,,,3,Pro
11,2089,2087.0,2074.0,Atthaphon Sriboonkaew,,,40,,,26,Pro
11,2089,2087.0,2074.0,Hiroaki Iijima,,,40,,,12,Pro
11,2089,2087.0,2074.0,David Mathis,,,40,,,1,Pro
11,2089,2087.0,2074.0,Dave Levesque,,,40,,,1,Pro
11,2089,2087.0,2074.0,Sam Walker,,,40,,,4,Pro
11,2089,2087.0,2074.0,Dismas Indiza,,,40,,,4,Pro
11,2089,2087.0,2074.0,Ty Tryon,,,40,,,2,Pro
11,2089,2087.0,2074.0,Peter Whiteford,,,40,,,1,Pro
11,2089,2087.0,2074.0,Sung Lee,,,40,,,6,Pro
11,2089,2087.0,2074.0,S Siva Chandran,,,40,,,8,Pro
11,2089,2087.0,2074.0,Brian Smock,,,40,,,5,Pro
11,2089,2087.0,2074.0,Diego Vanegas,,,40,,,1,Pro
11,2089,2087.0,2074.0,Matt Bettencourt,,,40,,,2,Pro
11,2089,2087.0,2074.0,Chan Yih-Shin,,,40,,,6,Pro
11,2089,2087.0,2074.0,Gulfam Pappan,,,40,,,13,Pro
11,2089,2087.0,2074.0,Harendra Gupta,,,40,,,21,Pro
11,2089,2087.0,2074.0,Naman Dawar,,,40,,,21,Pro
11,2089,2087.0,2074.0,Mohd Islam,,,40,,,6,Pro
11,2089,2087.0,2074.0,MD Salim(Jul1971),,,40,,,1,Pro
11,2089,2087.0,2074.0,Naomi Ohta,,,40,,,4,Pro
11,2089,2087.0,2074.0,Robert Johansen,,,40,,,1,Pro
11,2089,2087.0,2074.0,Toyokazu Fujishima,,,40,,,6,Pro
11,2089,2087.0,2074.0,Vicente Blazquez,,,40,,,2,Pro
11,2089,2087.0,2074.0,Robert Wiederkehr,,,40,,,1,Pro
11,2089,2087.0,2074.0,Jeff Inglis,,,40,,,34,Pro
11,2089,2087.0,2074.0,Neven Basic,,,40,,,7,Pro
11,2089,2087.0,2074.0,Kurt Barnes,,,40,,,1,Pro
11,2089,2087.0,2074.0,Chad Collins,,,40,,,21,Pro
11,2089,2087.0,2074.0,Rafael Gomez,,,40,,,6,Pro
11,2089,2087.0,,Alvaro Ortiz,,,40,,,1,Pro
11,2089,2087.0,2074.0,Steven Parry,,,40,,,8,Pro
11,2089,2087.0,2074.0,Matt Dobyns,,,40,,,1,Pro
11,2089,2087.0,2074.0,Will Mackenzie,,,40,,,17,Pro
11,2089,2087.0,2074.0,John Kiondo,,,40,,,1,Pro
11,2089,2087.0,2074.0,Nobuhiro Masuda,,,40,,,16,Pro
11,2089,2087.0,2074.0,Dean Alaban,,,40,,,1,Pro
11,2089,2087.0,2074.0,Ewan Porter,,,40,,,3,Pro
11,2089,2087.0,,Guido Van Der Valk,,,40,,,1,Pro
11,2089,2087.0,2074.0,Derek Tolan,,,40,,,2,Pro
11,2089,2087.0,2074.0,Christoph Gunther,,,40,,,1,Pro
11,2089,2087.0,2074.0,Antonio Serna,,,40,,,1,Pro
11,2089,2087.0,2074.0,Taehyun Jun,,,40,,,1,Pro
11,2089,2087.0,2074.0,Wilhelm Schauman,,,40,,,1,Pro
11,2089,2087.0,2074.0,Grover Justice,,,40,,,2,Pro
11,2089,2087.0,2074.0,Jamie Elson,,,40,,,8,Pro
11,2089,2087.0,2074.0,Brad Adamonis,,,40,,,2,Pro
11,2089,2087.0,2074.0,Kyle Thompson,,,40,,,17,Pro
11,2089,2087.0,2074.0,Michael Sims,,,40,,,1,Pro
11,2089,2087.0,2074.0,Kevin Stadler,,,40,,,18,Pro
11,2089,2087.0,2074.0,Marc Turnesa,,,40,,,4,Pro
11,2089,2087.0,2074.0,Sung Mao-chang,,,40,,,11,Pro
11,2089,2087.0,2074.0,Neil Thomas,,,40,,,1,Am
11,2089,2087.0,2074.0,Matt W Williams,,,40,,,1,Am
11,2089,2087.0,2074.0,Alberto Sanchez,,,40,,,22,Pro
11,2089,2087.0,2074.0,Nick Sherwood,,,40,,,8,Pro
11,2089,2087.0,,Jeff Berkshire,,,40,,,1,Pro
11,2089,2087.0,2074.0,Jeff Burton,,,40,,,5,Pro
11,2089,2087.0,2074.0,Yunseok Gang,,,40,,,27,Pro
11,2089,2087.0,2074.0,Bruce Chanda,,,40,,,2,Pro
11,2089,2087.0,2074.0,Herman Mutawe,,,40,,,2,Pro
11,2089,2087.0,2074.0,Chirat Jirasuwan,,,40,,,16,Pro
11,2089,2087.0,2074.0,Tobias Nemecz,,,40,,,1,Pro
11,2089,2087.0,2074.0,Juan Diego Fernandez,,,40,,,14,Pro
11,2089,2087.0,2074.0,Jose Octavio Gonzalez,,,40,,,2,Pro
11,2089,2087.0,2074.0,Hunter Hamrick,,,40,,,18,Pro
11,2089,2087.0,2074.0,Andre Metzger,,,40,,,6,Pro
11,2089,2087.0,2074.0,Hirotaka Ashizawa,,,40,,,7,Pro
11,2089,2087.0,2074.0,Yohei Shinno,,,40,,,3,Pro
11,2089,2087.0,2074.0,Minsu Kimpr1990),,,40,,,22,Am
11,2089,2087.0,2074.0,Seungyun Lee,,,40,,,22,Pro
11,2089,2087.0,2074.0,Rick Cochran III,,,40,,,1,Pro
11,2089,2087.0,2074.0,Kevin Kring,,,40,,,3,Pro
11,2089,2087.0,2074.0,Ryo Harada,,,40,,,10,Pro
11,2089,2087.0,2074.0,Daiki Minami,,,40,,,1,Pro
11,2089,2087.0,2074.0,Masato Miyauchi,,,40,,,2,Pro
11,2089,2087.0,2074.0,Jaehan Eric Chun,,,40,,,17,Pro
11,2089,2087.0,2074.0,Zach Rezentes,,,40,,,1,Pro
11,2089,2087.0,2074.0,Olin Browne-Jr,,,40,,,22,Pro
11,2089,2087.0,2074.0,Reo Hiruta,,,40,,,6,Pro
11,2089,2087.0,2074.0,Joe Boros,,,40,,,1,Pro
11,2089,2087.0,2074.0,Devin Gee,,,40,,,1,Pro
11,2089,2087.0,2074.0,Oliver Carr,,,40,,,2,Pro
11,2089,2087.0,2074.0,Corrado de Stefani,,,40,,,5,Pro
11,2089,2087.0,2074.0,Cory Whitsett,,,40,,,2,Pro
11,2089,2087.0,2074.0,Tawan Phongphun,,,40,,,25,Pro
11,2089,2087.0,2074.0,Albert Eckhardt,,,40,,,10,Pro
11,2089,2087.0,2074.0,Ossi Mikkola,,,40,,,4,Pro
11,2089,2087.0,2074.0,Erik Myllymaki,,,40,,,8,Pro
11,2089,2087.0,2074.0,Francisco Bide,,,40,,,3,Pro
11,2089,2087.0,2074.0,Eric Beringer,,,40,,,10,Pro
11,2089,2087.0,2074.0,Sergio Rohlmann,,,40,,,3,Pro
11,2089,2087.0,2074.0,Franco Romero,,,40,,,4,Pro
11,2089,2087.0,2074.0,Xuecheng Li,,,40,,,1,Pro
11,2089,2087.0,2074.0,Petr Dedek,,,40,,,11,Pro
11,2089,2087.0,2074.0,Liu Mengyang,,,40,,,1,Pro
11,2089,2087.0,2074.0,Song Chao,,,40,,,21,Pro
11,2089,2087.0,2074.0,Wu Haochuan,,,40,,,3,Pro
11,2089,2087.0,2074.0,Bin Yan,,,40,,,1,Pro
11,2089,2087.0,2074.0,Alejandro Villasana,,,40,,,15,Pro
11,2089,2087.0,2074.0,Arnaud Guerin,,,40,,,3,Pro
11,2089,2087.0,2074.0,Fan Chiang Hao Chuan,,,40,,,10,Pro
11,2089,2087.0,2074.0,Wang Youxin,,,40,,,1,Pro
11,2089,2087.0,2074.0,Zhou Ziqin,,,40,,,4,Am
11,2089,2087.0,2074.0,Matthew Dowling,,,40,,,10,Pro
11,2089,2087.0,2074.0,Matt Field,,,40,,,1,Pro
11,2089,2087.0,2074.0,Kerrod Gray,,,40,,,2,Pro
11,2089,2087.0,2074.0,Michael Smyth,,,40,,,1,Pro
11,2089,2087.0,2074.0,David Stewart,,,40,,,1,Am
11,2089,2087.0,2074.0,Kohei Kinoshita,,,40,,,17,Pro
11,2089,2087.0,2074.0,Toshiumi Kushioka,,,40,,,17,Pro
11,2089,2087.0,2074.0,Daichi Sato,,,40,,,5,Pro
11,2089,2087.0,2074.0,Giorgio De filippi,,,40,,,5,Pro
11,2089,2087.0,2074.0,JC Perello,,,40,,,2,Pro
11,2089,2087.0,2074.0,Felipe Velazquez,,,40,,,8,Pro
11,2089,2087.0,2074.0,Oreste Focaccia,,,40,,,5,Pro
11,2089,2087.0,2074.0,Roberto Galletti-Jr,,,40,,,1,Pro
11,2089,2087.0,2074.0,Sebastian MacLean,,,40,,,7,Pro
11,2089,2087.0,2074.0,Felipe Navarro,,,40,,,11,Pro
11,2089,2087.0,2074.0,Motoki Ito,,,40,,,5,Pro
11,2089,2087.0,2074.0,Masashi Nakamura,,,40,,,16,Pro
11,2089,2087.0,2074.0,Dinata Abdillah,,,40,,,9,Pro
11,2089,2087.0,2074.0,Soo Chan,,,40,,,5,Pro
11,2089,2087.0,2074.0,Nazri Zain,,,40,,,6,Pro
11,2089,2087.0,2074.0,Josh Whalen,,,40,,,7,Pro
11,2089,2087.0,2074.0,Maurice Prinsloo,,,40,,,3,Pro
11,2089,2087.0,2074.0,Victor Varona,,,40,,,1,Pro
11,2089,2087.0,2074.0,Daniel Zuluaga,,,40,,,1,Pro
11,2089,2087.0,2074.0,Tain Lee,,,40,,,13,Pro
11,2089,2087.0,2074.0,Jordan Russell,,,40,,,3,Pro
11,2089,2087.0,2074.0,Yuki Shino,,,40,,,3,Pro
11,2089,2087.0,2074.0,Hugo Amsallem,,,40,,,1,Am
11,2089,2087.0,2074.0,Caio Barbosa,,,40,,,4,Pro
11,2089,2087.0,2074.0,Alessandro Dantas,,,40,,,3,Pro
11,2089,2087.0,2074.0,Pablo De La Rua,,,40,,,3,Pro
11,2089,2087.0,2074.0,Odair Lima,,,40,,,4,Pro
11,2089,2087.0,2074.0,Robison Gomes,,,40,,,2,Pro
11,2089,2087.0,2074.0,Giordano Junqueira,,,40,,,2,Pro
11,2089,2087.0,2074.0,Alex Leite,,,40,,,1,Pro
11,2089,2087.0,2074.0,Marcelo Monteiro,,,40,,,3,Pro
11,2089,2087.0,2074.0,Anderson Namur,,,40,,,2,Pro
11,2089,2087.0,2074.0,Guilherme Oda,,,40,,,2,Pro
11,2089,2087.0,2074.0,Marcos Silva,,,40,,,1,Pro
11,2089,2087.0,2074.0,Mauricio Asbun,,,40,,,2,Pro
11,2089,2087.0,2074.0,Damian Telles,,,40,,,9,Pro
11,2089,2087.0,2074.0,Oliver Goss,,,40,,,3,Pro
11,2089,2087.0,2074.0,Darren Garrett,,,40,,,2,Pro
11,2089,2087.0,2074.0,Daniel Hoeve,,,40,,,7,Pro
11,2089,2087.0,2074.0,Makgetha Mazibuko,,,52,,,54,Pro
11,2089,2087.0,2074.0,David Mofokeng,,,40,,,1,Pro
11,2089,2087.0,2074.0,Christo Roos,,,40,,,2,Pro
11,2089,2087.0,2074.0,Nisharlan Sewshanker,,,40,,,1,Pro
11,2089,2087.0,2074.0,Ben Croft,,,40,,,1,Am
11,2089,2087.0,2074.0,Luis Fernando Barco,,,40,,,18,Pro
11,2089,2087.0,2074.0,Johnny Damian,,,40,,,1,Pro
11,2089,2087.0,2074.0,Joaquin Lolas,,,40,,,9,Pro
11,2089,2087.0,2074.0,Cledy Cordoba,,,40,,,1,Pro
11,2089,2087.0,2074.0,Marcel Olivares,,,40,,,2,Am
11,2089,2087.0,2074.0,Rhadames Pena,,,40,,,2,Pro
11,2089,2087.0,2074.0,Chris Richards,,,40,,,2,Pro
11,2089,2087.0,2074.0,Hiram Silfa,,,40,,,6,Am
11,2089,2087.0,2074.0,Jose Tejada,,,40,,,1,Pro
11,2089,2087.0,2074.0,Gert Myburgh,,,40,,,5,Pro
11,2089,2087.0,2074.0,Todd Sinnott,,,40,,,15,Pro
11,2089,2087.0,2074.0,Sam An,,,40,,,9,Pro
11,2089,2087.0,2074.0,Cameron Jones,,,40,,,1,Pro
11,2089,2087.0,2072.0,Daniel Pearce,,,40,-0.03,,20,Pro
11,2089,2087.0,2074.0,Gregory Upton,,,40,,,1,Pro
11,2089,2087.0,2074.0,Ichiro Tanimoto,,,40,,,1,Am
11,2089,2087.0,2074.0,Mitchell Brown(May1990),,,40,,,9,Pro
11,2089,2087.0,2074.0,Theodore Coroneo,,,40,,,12,Pro
11,2089,2087.0,2074.0,Neil Swart,,,40,,,4,Pro
11,2089,2087.0,2074.0,Spencer Tibbits,,,40,,,1,Am
11,2089,2087.0,2074.0,Hynek Groh,,,40,,,1,Am
11,2089,2087.0,,Alan Gibson,,,40,,,1,Pro
11,2089,2087.0,,Taylor Dickson,,,40,,,6,Pro
11,2089,2087.0,,Charles Almeida,,,40,,,6,Pro
11,2089,2087.0,,Ahoua Arnaud,,,40,,,6,Pro
11,2089,2087.0,2074.0,Austin Eckroat,,,40,,,1,Am
11,2089,2087.0,2074.0,Jason Lebrasseur,,,40,,,1,Am
11,2089,2087.0,2074.0,Alexis Leray,,,40,,,3,Am
11,2089,2087.0,2074.0,Michael Feagles,,,40,,,1,Pro
11,2089,2087.0,2074.0,Steven Fisk,,,40,,,1,Pro
11,2089,2087.0,2074.0,Ethan Danish,,,40,,,1,Pro
11,2089,2087.0,2074.0,Lee Detmer,,,40,,,10,Pro
11,2089,2087.0,2074.0,Jack Dyer,,,40,,,1,Am
11,2089,2087.0,2074.0,Arron Edwards-Hill,,,40,,,1,Am
11,2089,2087.0,2074.0,Angus Flanagan,,,40,,,1,Am
11,2089,2087.0,2074.0,Rohan Miah,,,40,,,1,Am
11,2089,2087.0,2074.0,Thomas Plumb,,,40,,,1,Am
11,2089,2087.0,2074.0,Alexandre De Gunzburg,,,40,,,1,Pro
11,2089,2087.0,2074.0,Marc Boucher,,,40,,,1,Am
11,2089,2087.0,2074.0,Brendan Lawlor,,,40,,,1,Am
11,2089,2087.0,2074.0,Odhran Maguire,,,40,,,1,Am
11,2089,2087.0,2074.0,Matthew McClean,,,40,,,1,Am
11,2089,2087.0,2074.0,Nathan Trey,,,40,,,1,Am
11,2089,2087.0,2074.0,Ludvig Eriksson(May2000),,,40,,,3,Am
11,2089,2087.0,2074.0,Henric Bjelke,,,40,,,1,Am
11,2089,2087.0,2074.0,Albin Bredmar,,,40,,,1,Am
11,2089,2087.0,2074.0,Philip Karlsson,,,40,,,1,Am
11,2089,2087.0,2074.0,Domino Mollesand,,,40,,,1,Am
11,2089,2087.0,2074.0,Alexander Sieb,,,40,,,1,Pro
11,2089,2087.0,2074.0,Hiroto Takeda,,,40,,,1,Am
11,2089,2087.0,2074.0,Yonggyu Kwon,,,40,,,1,Pro
11,2089,2087.0,2074.0,Dae Han Lee,,,40,,,1,Pro
11,2089,2087.0,2074.0,Neswill Croy,,,40,,,2,Pro
11,2089,2087.0,2074.0,Jinho Chung,,,40,,,2,Pro
11,2089,2087.0,2074.0,Victor Andre Dos Santos,,,40,,,1,Am
11,2089,2087.0,2074.0,Joshua Seiple,,,40,,,4,Pro
11,2089,2087.0,2074.0,Agus Barly,,,40,,,1,Pro
11,2089,2087.0,2074.0,Rishi Raj Singh Rathore,,,40,,,1,Pro
11,2089,2087.0,2074.0,Juan Salama,,,40,,,1,Pro
11,2089,2087.0,2074.0,Walid Abu Elsamid,,,40,,,2,Pro
11,2089,2087.0,2074.0,Giles Gill,,,40,,,9,Pro
11,2089,2087.0,2074.0,Matt Lashinger,,,40,,,2,Am
11,2089,2087.0,2074.0,Mazen Nubani,,,40,,,1,Am
11,2089,2087.0,2074.0,Neil Douglas,,,40,,,1,Pro
11,2089,2087.0,2074.0,Maxwin Chiew,,,40,,,1,Am
11,2089,2087.0,2074.0,Muhammad Zaeem,,,40,,,1,Am
11,2089,2087.0,2074.0,Julian Hood,,,40,,,1,Pro
11,2089,2087.0,2074.0,Muhd Zulhelmi Ramlee,,,40,,,1,Pro
11,2089,2087.0,2074.0,Syady Sheikh Ismail,,,40,,,2,Pro
11,2089,2087.0,2074.0,Junyou Loh,,,40,,,1,Am
11,2089,2087.0,2074.0,Ryan Hood,,,40,,,1,Pro
11,2089,2087.0,2074.0,Yih Wei Tan,,,40,,,2,Pro
11,2089,2087.0,2074.0,Ahaan Nath,,,40,,,1,Am
11,2089,2087.0,2074.0,Anshul Patel,,,40,,,1,Am
11,2089,2087.0,2074.0,Wil Arnold,,,40,,,1,Am
11,2089,2087.0,2074.0,Jordan Ayre,,,40,,,1,Am
11,2089,2087.0,2074.0,Andrew Brennan,,,40,,,3,Pro
11,2089,2087.0,2074.0,Jack Buchanan,,,40,,,1,Am
11,2089,2087.0,2074.0,Jeremy Fuchs,,,40,,,1,Am
11,2089,2087.0,2074.0,Daiki Goto,,,40,,,1,Am
11,2089,2087.0,2074.0,Corey Lamb,,,40,,,2,Am
11,2089,2087.0,2074.0,Jonathan Ledger,,,40,,,1,Pro
11,2089,2087.0,2074.0,Corey Rae,,,40,,,1,Am
11,2089,2087.0,2074.0,Jake Riley,,,40,,,1,Am
11,2089,2087.0,2074.0,Grahame Stinson,,,40,,,1,Am
11,2089,2087.0,2074.0,Soda Takahiro,,,40,,,1,Am
11,2089,2087.0,2074.0,Jordan Woodall,,,40,,,1,Am
11,2089,2087.0,2074.0,Kento Yamawaki,,,40,,,1,Am
11,2089,2087.0,2074.0,Devanish Chadha,,,40,,,1,Am
11,2089,2087.0,2074.0,Rohit Gupta,,,40,,,1,Am
11,2089,2087.0,2074.0,Arun Kumar,,,40,,,5,Pro
11,2089,2087.0,2074.0,Akram Ali Mollah,,,40,,,4,Pro
11,2089,2087.0,2074.0,Vansh Nagar,,,40,,,1,Pro
11,2089,2087.0,2074.0,Thinless Namgail,,,40,,,1,Pro
11,2089,2087.0,2074.0,Vishal Sahay,,,40,,,1,Pro
11,2089,2087.0,2074.0,Rohan Shroff,,,40,,,1,Am
11,2089,2087.0,2074.0,Gagan Vinod,,,40,,,1,Am
11,2089,2087.0,2074.0,Prafful Chand,,,40,,,4,Pro
11,2089,2087.0,2074.0,Aryan Roopa Anand,,,40,,,2,Am
11,2089,2087.0,2074.0,Pawan Kalyan,,,40,,,1,Pro
11,2089,2087.0,2074.0,Raunil Kukar,,,40,,,1,Am
11,2089,2087.0,2074.0,Lakshya Nagar,,,40,,,1,Pro
11,2089,2087.0,2074.0,Krishnan Ponnan,,,40,,,1,Pro
11,2089,2087.0,2074.0,Karan Rao,,,40,,,1,Pro
11,2089,2087.0,2074.0,Dylan Vizanko,,,40,,,1,Am
11,2089,2087.0,2074.0,Chen Jui-sheng,,,40,,,1,Pro
11,2089,2087.0,2074.0,He Chin-hung,,,40,,,1,Pro
11,2089,2087.0,,Kyle De Beer,,,40,,,1,Am
11,2089,2087.0,,Samuel Simpson,,,40,,,1,Am
11,2089,2087.0,,Merrick van As,,,40,,,1,Am
11,2089,2087.0,,Chi Hin Lou Tan,,,40,,,1,Am
11,2089,2087.0,2074.0,Julian de Wet,,,40,,,1,Am
11,2089,2087.0,2074.0,Richard Kruger,,,40,,,2,Am
11,2089,2087.0,2074.0,Alex Shahim,,,40,,,1,Am
11,2089,2087.0,2074.0,Darren Slingers,,,40,,,2,Am
11,2089,2087.0,2074.0,Regan Steyn,,,40,,,3,Am
11,2089,2087.0,2074.0,Yogendra Kumawat,,,40,,,1,Pro
11,2089,2087.0,2074.0,Kamal Kumawat,,,40,,,1,Pro
11,2089,2087.0,2074.0,Mahesh Yadav,,,40,,,1,Pro
11,2089,2087.0,2074.0,Siddharth Sharma,,,40,,,1,Am
11,2089,2087.0,2074.0,Shakti Singh,,,40,,,1,Am
11,2089,2087.0,2074.0,Weerawish Narkprachar,,,40,,,1,Am
11,2089,2087.0,2074.0,Keigo Takehara,,,40,,,1,Am
11,2089,2087.0,2074.0,Yuito Dylan Arashiro,,,40,,,1,Am
11,2089,2087.0,2074.0,Sota Kamei,,,40,,,1,Am
11,2089,2087.0,2074.0,George Duangmanee,,,40,,,2,Am
11,2089,2087.0,2074.0,Leandro Correa,,,40,,,1,Am
11,2089,2087.0,2074.0,Abel Gallegos,,,40,,,1,Am
11,2089,2087.0,2074.0,Deven Bhumij,,,40,,,1,Pro
11,2089,2087.0,2074.0,Deepraj Chetia,,,40,,,1,Pro
11,2089,2087.0,2074.0,Dulal Kalowar,,,40,,,1,Pro
11,2089,2087.0,2074.0,Biren Karmakar,,,40,,,1,Pro
11,2089,2087.0,2074.0,Shiv Swarup Lumba,,,40,,,2,Pro
11,2089,2087.0,2074.0,R Manjunath,,,40,,,1,Pro
11,2089,2087.0,2074.0,S Manjunath,,,40,,,3,Pro
11,2089,2087.0,2074.0,Sunil Mura,,,40,,,1,Pro
11,2089,2087.0,2074.0,Joykrishan Naidu,,,40,,,1,Pro
11,2089,2087.0,2074.0,Eadelli Naresh,,,40,,,2,Pro
11,2089,2087.0,2074.0,Sagar Thapa,,,40,,,1,Pro
11,2089,2087.0,,Damian Faraut Blanchi,,,40,,,2,Pro
11,2089,2087.0,,Branimir  Gudelj,,,40,,,6,Pro
11,2089,2087.0,,James Johnston,,,40,,,6,Pro
11,2089,2087.0,,Louis Murray,,,40,,,5,Pro
11,2089,2087.0,,Joao Pinto Basto,,,40,,,4,Am
11,2089,2087.0,,Jeff Wright,,,40,,,6,Pro
11,2089,2087.0,,Devaughn Robinson,,,40,,,1,Am
11,2089,2087.0,,Felix Katzy,,,40,,,1,Pro
11,2089,2087.0,,Pitchakorn Tirakul,,,40,,,2,Pro
11,2089,2087.0,,Jakkapat Horsangchai,,,40,,,2,Pro
11,2089,2087.0,,Jakkanat Inmee,,,40,,,2,Pro
11,2089,2087.0,,Gookmin Kim,,,40,,,2,Pro
